1, -93, -279
0, -109, -307
0, -109, -307
9, -107, -273
50, -119, -221
106, -145, -151
152, -184, -134
198, -208, -131
370, -124, -176
471, -103, -197
538, -194, -122
538, -194, -122
617, -141, -20
693, 0, -46
747, -44, -66
729, -135, -94
767, -10, -101
833, 61, -91
833, 61, -91
885, 66, -48
1053, 207, -27
-,-,-
1059, 12, 173
1059, 12, 173
1014, 58, 283
1021, 119, 109
1124, 105, 52
1406, 152, 172
1718, 182, 367
1804, 73, 389
1804, 73, 389
1744, 26, 376
1731, -1, 314
1747, -8, 303
1611, 49, 263
1611, 49, 263
1471, 99, 163
1314, 105, 138
1231, 40, 76
1142, -46, 86
1142, -46, 86
999, 30, 78
826, 52, -59
633, 38, -103
613, -65, -31
613, -65, -31
543, 6, 78
389, 18, -44
307, -7, -88
307, -7, -88
279, 29, -108
243, -24, -31
231, -72, 20
206, -108, -80
206, -108, -80
200, -128, -113
191, -155, -110
248, -139, -82
327, -127, -72
421, -103, -116
518, -112, -192
571, -116, -198
618, -64, -136
618, -64, -136
692, -35, -19
-,-,-
981, 43, 201
1007, 6, 208
993, 41, 219
993, 41, 219
1016, 41, 144
1065, -48, 134
1167, 3, 222
1336, 89, 239
1336, 89, 239
1653, 127, 309
1807, 116, 438
1879, 138, 386
1863, 152, 316
1748, 160, 300
1626, 151, 295
1626, 151, 295
1471, 142, 225
1308, 131, 173
1151, 89, 96
971, 61, 7
971, 61, 7
841, 76, -39
778, 92, -41
637, 97, -82
637, 97, -82
472, 126, -152
310, 43, -240
274, -7, -274
247, -50, -142
267, -45, -172
267, -45, -172
214, -62, -242
258, -18, -194
280, -58, -154
265, -89, -123
264, -105, -130
339, -94, -110
468, -60, -54
468, -60, -54
553, -91, -110
588, -103, -207
604, -41, -227
635, -33, -137
718, -82, -65
799, -38, -64
799, -38, -64
844, 5, -49
898, -34, 22
912, -47, 69
912, -47, 69
888, 39, -46
844, 119, -114
907, 75, -42
935, 0, 60
935, 0, 60
1010, 77, 52
1011, 121, 6
1011, 121, 6
1024, 9, -26
1151, 14, 128
1220, 109, 208
-,-,-
1142, 63, 110
1362, 152, 291
1362, 152, 291
1616, 297, 468
1724, 216, 407
1760, 21, 411
1784, 33, 427
1775, 44, 373
1775, 44, 389
1722, 44, 389
1643, 94, 383
1561, 161, 381
1328, 140, 369
1076, 121, 267
954, 105, 170
954, 105, 170
821, 131, 176
619, 95, 164
390, 26, 36
390, 26, 36
296, -3, -45
236, -17, -36
197, -46, -37
172, -84, -47
172, -84, -47
154, -94, -111
173, -112, -185
183, -162, -254
233, -164, -293
336, -104, -236
436, -79, -159
546, -78, -128
546, -78, -128
657, -90, -137
-,-,-
935, 22, 216
935, 22, 216
1001, -7, 238
1012, -8, 264
1017, 2, 171
1017, 2, 171
1109, 43, 150
1292, 62, 226
1509, 88, 367
1691, 143, 491
1691, 143, 491
1796, 165, 547
1753, 146, 530
1669, 149, 471
1581, 156, 376
1458, 142, 280
1356, 86, 260
1283, 89, 298
1283, 89, 298
1142, 79, 261
974, 83, 149
843, 110, 68
843, 110, 68
768, 103, 18
720, 16, 53
649, 77, 17
649, 77, 17
559, 87, -66
494, 73, -105
405, 64, -173
333, -7, -204
333, -7, -204
310, -72, -180
342, -113, -197
339, -93, -196
320, -90, -213
319, -63, -203
326, -63, -189
-,-,-
958, 38, 251
963, -44, 269
979, -26, 327
979, -26, 327
972, 47, 282
977, 4, 207
1006, -64, 205
1006, -64, 205
1030, -44, 210
1119, 56, 195
1324, 116, 256
1573, 74, 484
1681, 70, 558
1725, 180, 508
1725, 180, 508
1655, 186, 475
1597, 162, 421
1516, 158, 356
1425, 156, 336
1295, 127, 314
1165, 88, 240
1165, 88, 240
1032, 116, 200
961, 58, 157
833, 50, 151
677, 14, 57
677, 14, 57
588, -5, -5
578, -27, 22
529, -7, 50
529, -7, 50
419, -26, -24
319, -65, -91
374, -40, -128
374, -40, -128
391, -67, -124
425, -73, -100
490, -101, -61
609, -29, -32
651, -8, -55
651, -8, -55
701, -18, -17
773, -7, -30
832, 13, -41
898, 13, -68
898, 13, -68
-,-,-
941, 73, 239
1000, 75, 206
952, -20, 212
959, -10, 213
951, 46, 251
951, 46, 251
976, 60, 272
1072, -35, 257
1031, -58, 201
1097, -31, 109
1407, 76, 273
1407, 76, 273
1678, 181, 644
1797, 193, 732
1756, 204, 610
1657, 211, 540
1596, 215, 509
1596, 215, 509
1470, 198, 458
1313, 178, 371
1254, 182, 310
1192, 163, 327
1044, 159, 290
901, 96, 171
901, 96, 171
802, 56, 75
788, 96, 94
695, 113, 50
695, 113, 50
559, 39, -57
487, -27, -133
499, -45, -133
467, -39, -110
412, -92, -126
412, -92, -126
340, -146, -163
347, -114, -210
325, -86, -190
335, -85, -177
409, -155, -95
473, -164, 20
510, -141, 76
510, -141, 76
576, -117, 13
-,-,-
951, 56, 282
1016, -36, 245
1016, -36, 245
964, -63, 284
967, -37, 239
1022, -77, 162
1175, -64, 158
1431, 107, 286
1629, 166, 439
1629, 166, 439
1687, 59, 484
1711, 44, 491
1638, 60, 464
1548, 58, 379
1434, 72, 313
1434, 72, 313
1316, 77, 297
1178, 81, 261
1057, 71, 185
960, 52, 119
960, 52, 119
904, 50, 149
851, 72, 174
772, 53, 122
772, 53, 122
654, 0, 32
595, -57, 11
639, -59, 126
639, -59, 126
747, -11, 223
704, -6, 183
563, -72, 1
504, -94, -74
504, -94, -74
498, -101, -84
512, -99, -163
518, -72, -218
517, -80, -207
564, -50, -176
614, -59, -169
614, -59, -169
695, -67, -166
761, -31, -138
814, -8, -116
910, -11, -46
1009, -18, 27
1009, -18, 27
1053, -21, 33
1030, -66, 39
1104, 2, 13
-,-,-
1046, 33, 246
992, -4, 256
944, 1, 211
944, 1, 211
949, 4, 134
1026, 37, 156
1082, 40, 191
1082, 40, 191
1113, -3, 198
1256, 46, 250
1552, 138, 473
1711, 144, 595
1720, 118, 585
1720, 118, 585
1645, 125, 551
1555, 154, 497
1491, 128, 430
1373, 94, 401
1261, 100, 308
1126, 76, 287
1126, 76, 287
1046, 43, 252
975, 44, 219
909, 68, 168
849, 75, 139
849, 75, 139
748, -11, 150
649, -11, 140
654, -5, 11
654, -5, 11
544, -38, -54
534, -57, -53
515, 6, -39
515, 6, -39
424, 4, -80
416, -20, -85
426, -47, -120
468, -30, -90
468, -30, -90
457, -27, -124
544, -43, -105
669, -30, -40
755, -11, 10
755, -11, 10
798, 0, 38
-,-,-
1003, 23, 179
1013, 15, 210
928, 24, 154
951, 27, 138
1007, -24, 157
1007, -24, 157
1037, -11, 218
1032, 58, 132
995, 5, 97
1072, -11, 130
1072, -11, 130
1295, 9, 260
1513, 76, 421
1652, 114, 470
1643, 82, 408
1633, 71, 379
1633, 71, 379
1620, 63, 388
1513, 83, 325
1423, 56, 306
1352, 70, 319
1352, 70, 319
1293, 64, 255
1162, 90, 219
1073, 48, 163
1015, 55, 162
948, 78, 156
948, 78, 156
799, 79, 75
690, 0, -27
690, 0, -40
663, -60, -40
576, -45, -60
540, -7, -116
509, -44, -80
509, -44, -80
452, -26, -59
396, -51, -145
403, -73, -171
469, -82, -90
472, -79, -96
472, -79, -96
480, -86, -114
584, -46, -40
732, -82, 17
747, -17, -3
-,-,-
974, 22, 165
1001, 36, 68
1202, 16, 98
1426, 50, 306
1426, 50, 306
1505, 120, 465
1493, 110, 399
1535, 3, 369
1598, 48, 456
1555, 98, 360
1555, 98, 360
1425, 120, 292
1323, 100, 290
1286, 88, 294
1205, 54, 246
1131, 92, 175
1131, 92, 175
1046, 75, 146
1028, 33, 183
931, 66, 214
803, 45, 128
803, 45, 128
733, 20, 26
751, -13, -16
749, -45, 111
749, -45, 111
591, -13, 55
565, -66, -64
581, -35, -5
626, -38, 2
626, -38, 2
616, -50, 35
586, -72, -12
523, -121, -62
523, -121, -62
529, -111, -74
579, -108, -77
638, -99, -45
654, -78, -17
708, -92, -8
708, -92, -8
702, -103, 1
790, -65, 38
877, -66, 50
877, -66, 50
-,-,-
1018, -15, 240
975, -22, 190
975, -22, 190
931, -5, 148
1001, -8, 174
1042, -50, 202
1047, -96, 129
1121, -26, 83
1121, -26, 83
1311, 28, 140
1572, 43, 258
1706, 101, 376
1685, 195, 347
1685, 195, 347
1615, 197, 239
1572, 140, 171
1528, 125, 199
1442, 149, 212
1296, 160, 192
1164, 137, 131
1127, 103, 102
1127, 103, 102
1069, 119, 121
938, 130, 46
825, 99, -37
802, 115, -35
750, 103, -18
750, 103, -18
630, 86, -67
528, 63, -146
473, 30, -207
463, 9, -179
463, 9, -179
432, 32, -162
377, 34, -209
369, -17, -236
420, -69, -246
420, -69, -246
492, -43, -209
548, -60, -177
633, -50, -176
-,-,-
995, 38, 189
992, -9, 144
934, -6, 138
934, -6, 138
974, 28, 151
1018, 12, 214
1001, 22, 197
1001, 22, 197
962, 5, 152
975, -15, 140
1054, -27, 103
1120, -8, 146
1120, -8, 146
1311, 18, 233
1540, 93, 429
1652, 197, 519
1688, 240, 447
1561, 185, 346
1561, 185, 346
1511, 157, 285
1450, 200, 261
1396, 187, 242
1327, 215, 293
1209, 221, 268
1144, 166, 183
1128, 158, 188
1128, 158, 188
1032, 159, 196
853, 89, 64
777, 43, -10
790, 49, 30
790, 49, 30
703, 44, 31
584, -5, -41
504, -31, -133
504, -31, -133
460, -20, -138
435, -18, -147
384, -64, -145
352, -88, -181
404, -58, -181
463, -50, -126
463, -50, -126
533, -60, -89
572, -35, -37
652, -8, -37
733, 7, -66
-,-,-
951, 0, 193
951, 0, 193
963, 55, 204
985, 39, 195
983, 4, 204
983, 4, 204
1012, -12, 215
1037, 27, 213
1103, 54, 150
1247, -9, 204
1247, -9, 204
1501, 78, 390
1670, 214, 520
1740, 211, 535
1652, 155, 449
1568, 146, 366
1568, 146, 366
1470, 124, 341
1321, 122, 321
1259, 78, 244
1229, 95, 222
1116, 141, 240
986, 100, 180
986, 100, 180
870, 33, 99
844, 34, 65
785, 43, 62
785, 43, 62
686, 46, -39
630, 34, -123
609, 20, -87
609, 20, -87
572, 8, -49
538, -19, -119
454, -40, -191
451, -80, -199
451, -80, -199
412, -61, -220
414, -84, -282
378, -53, -309
440, -68, -255
545, -68, -131
647, -38, -56
647, -38, -56
751, 9, 0
839, 1, 55
-,-,-
997, -10, 124
1008, 23, 225
1008, 23, 225
1000, 70, 168
1062, 0, 60
1122, -63, 74
1300, 19, 222
1300, 19, 222
1629, 225, 400
1780, 170, 515
1758, 138, 436
1630, 154, 383
1569, 128, 269
1569, 128, 269
1497, 118, 277
1423, 137, 291
1306, 142, 258
1167, 134, 179
1046, 59, 100
1023, 16, 110
1023, 16, 110
974, 37, 156
820, 30, 78
736, -4, -35
736, -4, -35
736, 35, -7
682, -3, 10
614, -35, -35
614, -35, -35
518, -48, -97
411, -23, -139
422, 13, -219
378, -27, -242
385, -106, -191
395, -76, -170
395, -76, -170
415, -80, -160
449, -44, -115
498, -24, -37
-,-,-
914, 87, 187
994, 10, 236
1030, 38, 238
1030, 38, 238
991, 44, 194
949, 63, 176
1068, 92, 139
1194, 84, 193
1194, 84, 193
1292, 98, 274
1520, 170, 291
1634, 162, 289
1698, 128, 301
1644, 134, 279
1544, 120, 252
1544, 120, 252
1481, 93, 234
1402, 125, 221
1309, 147, 189
1179, 156, 141
1105, 128, 116
983, 90, 104
983, 90, 104
856, 74, 78
758, 30, -23
722, 29, -29
722, 29, -29
678, 72, -42
587, 41, -97
488, 1, -152
488, 1, -152
468, -33, -129
549, -20, -103
544, -36, -95
514, -65, -125
491, -80, -139
491, -80, -139
528, -63, -170
533, -76, -193
581, -87, -161
636, -94, -118
661, -42, -75
680, -20, -76
680, -20, -76
729, -2, -58
747, 5, -68
800, 15, -107
800, 15, -107
843, 25, -111
837, 0, -99
-,-,-
971, 40, 206
989, 55, 230
994, 53, 196
949, 19, 195
949, 19, 195
985, 16, 202
1059, 0, 152
1078, 78, 96
1078, 78, 96
1189, 137, 134
1387, 119, 278
1623, 129, 361
1659, 145, 387
1613, 137, 315
1558, 157, 300
1558, 157, 300
1503, 136, 282
1453, 138, 228
1368, 146, 218
1309, 148, 187
1225, 151, 170
1131, 128, 136
1108, 98, 120
1108, 98, 120
1007, 77, 113
885, 104, 31
784, 81, -76
729, 55, -61
729, 55, -61
680, 36, 8
615, 85, -84
615, 85, -84
536, 73, -125
428, 33, -146
366, 5, -124
349, -25, -110
349, -25, -110
347, -48, -162
355, -40, -204
380, -30, -170
409, -17, -98
474, -23, -46
577, -18, 44
577, -18, 44
-,-,-
1067, 73, 147
1067, 73, 147
1062, 119, 56
1163, 106, 78
1350, 133, 221
1611, 183, 344
1611, 183, 359
1675, 181, 359
1644, 143, 323
1611, 114, 245
1565, 98, 256
1495, 121, 234
1393, 140, 164
1312, 101, 115
1312, 101, 115
1205, 111, 163
1105, 66, 127
1001, 100, 109
880, 111, 29
806, 42, 22
806, 42, 22
705, 20, 66
633, -15, 30
633, -15, 30
585, -69, 61
534, -38, -21
514, 7, -121
463, -19, -156
463, -19, -156
527, -45, -106
486, -29, -40
424, -83, -125
425, -74, -148
429, -63, -131
443, -50, -93
443, -50, -93
486, -5, -29
-,-,-
954, 57, 228
954, 34, 202
970, 63, 236
1000, 80, 212
1000, 80, 212
1018, 8, 213
994, 24, 121
1164, 159, 125
1484, 200, 375
1484, 200, 375
1708, 174, 571
1659, 133, 497
1602, 66, 452
1546, 40, 390
1512, 89, 338
1512, 89, 338
1489, 166, 308
1401, 188, 309
1216, 140, 244
1097, 112, 172
1038, 74, 195
910, 51, 176
910, 51, 176
793, 45, 51
748, 31, 44
672, 29, 57
672, 29, 57
610, 16, 25
563, -15, -32
563, -15, -32
568, 19, -48
568, 68, -86
504, 20, -120
500, -19, -147
500, -19, -147
539, 0, -112
555, -6, -71
595, 1, -74
582, 4, -57
582, 4, -57
567, -2, -49
562, -3, -52
585, 41, -40
585, 41, -40
584, 34, -52
623, -16, -45
704, 6, -13
704, 6, -13
748, 50, -25
717, 40, 13
717, 40, 13
677, -22, 31
-,-,-
996, 106, 201
931, 64, 88
964, 27, 106
964, 27, 106
1113, 59, 170
1202, 101, 212
1352, 140, 242
1561, 158, 399
1561, 158, 399
1681, 131, 465
1683, 122, 488
1606, 141, 433
1495, 119, 340
1405, 113, 287
1327, 156, 234
1261, 185, 213
1261, 185, 213
1169, 178, 174
1065, 125, 162
983, 103, 112
925, 99, 69
849, 76, 59
849, 76, 59
807, 59, 42
715, 40, -3
715, 40, -3
645, 18, -75
634, -12, -106
646, 7, -44
646, 7, -44
595, 9, -42
533, 26, -53
499, -25, -146
499, -25, -146
491, -47, -165
481, -36, -166
463, -56, -137
399, -87, -110
355, -73, -95
358, -76, -111
-,-,-
964, 97, 208
964, 97, 208
987, 61, 212
1015, 47, 205
973, 50, 220
973, 50, 220
973, 88, 192
993, 57, 168
1021, 49, 163
1074, 70, 113
1074, 70, 113
1218, 134, 166
1405, 156, 291
1559, 143, 353
1599, 126, 346
1612, 135, 301
1612, 135, 301
1572, 137, 261
1515, 117, 234
1459, 128, 242
1410, 165, 180
1294, 170, 136
1218, 119, 88
1135, 104, 131
1135, 104, 131
1045, 78, 127
940, 94, 46
836, 39, -21
797, 38, -29
797, 38, -29
739, 7, -42
652, 7, -50
652, 7, -50
562, -20, -115
434, -54, -127
352, -11, -238
367, 20, -255
334, -37, -142
334, -37, -142
306, -136, -22
311, -127, -33
348, -31, 2
-,-,-
954, 130, 103
943, 99, 113
1009, 53, 165
1033, 78, 229
1033, 78, 229
974, 90, 181
944, 84, 128
1034, 88, 145
1098, 78, 124
1098, 78, 124
1182, 120, 73
1296, 164, 89
1440, 187, 116
1615, 168, 196
1678, 131, 216
1678, 131, 216
1642, 122, 182
1613, 125, 184
1553, 113, 177
1464, 121, 149
1435, 143, 165
1314, 144, 163
1314, 144, 163
1178, 94, 106
1042, 48, 78
982, 7, 72
904, 5, 64
904, 5, 64
805, 5, 52
675, 45, -65
675, 45, -65
500, -49, -119
441, -165, -88
406, -166, -95
405, -78, -204
340, -110, -218
340, -110, -218
287, -74, -238
215, -86, -209
214, -104, -202
271, -99, -194
360, -127, -126
-,-,-
1010, 112, 207
1012, 119, 180
1029, 115, 193
1029, 115, 193
1112, 160, 149
1204, 110, 144
1349, 64, 222
1510, 60, 290
1600, 40, 307
1599, -55, 377
1599, -55, 377
1601, -84, 421
1563, 0, 351
1484, 100, 245
1370, 84, 225
1257, 59, 186
1257, 59, 186
1121, 33, 118
1018, 34, 73
954, 30, 101
945, 16, 120
945, 16, 120
833, 8, 128
691, -31, -13
576, -71, -75
576, -71, -75
545, -57, -123
585, -57, -32
570, -63, -54
526, -57, -119
451, -64, -230
451, -64, -230
432, -99, -227
452, -68, -229
459, -46, -249
472, -79, -219
508, -104, -157
571, -41, -122
588, -28, -135
588, -28, -135
605, -48, -143
678, -27, -159
704, -23, -198
-,-,-
1004, 78, 136
1053, 8, 72
1053, 8, 72
1065, 64, 71
1194, 132, 84
1422, 126, 222
1547, 37, 325
1547, 37, 325
1548, 51, 396
1544, 66, 374
1517, 86, 310
1449, 94, 234
1449, 94, 234
1353, 97, 209
1247, 82, 180
1212, 67, 176
1152, 69, 193
1057, 91, 88
1057, 91, 88
1000, 98, 41
967, 82, 46
880, 62, 55
880, 62, 55
795, 22, -17
705, -12, -76
693, 14, -80
693, 14, -80
670, 27, -109
670, 6, -73
584, -42, -55
584, -42, -55
566, -41, -166
537, -19, -198
593, -26, -186
605, -29, -133
556, -53, -149
499, -62, -135
499, -62, -135
501, -66, -158
518, -51, -102
524, -75, -74
526, -84, -83
-,-,-
1077, 54, 75
1077, 54, 75
1115, 87, 66
